所属天/单元,单词,词性及中文释义
第39天 Unit 10 Lesson 3,include,v.包括;使成为……的一部分
第39天 Unit 10 Lesson 3,*inclusive,adj.包括一切的
第39天 Unit 10 Lesson 3,*inclusion,"n.(被)包括,包含"
第39天 Unit 10 Lesson 3,exclude,v.不包括;防止……进入;排除
第39天 Unit 10 Lesson 3,exclusive,adj.专有的;排外的 n.独家报道
第39天 Unit 10 Lesson 3,conclude,v.断定;得出结论;结束
第39天 Unit 10 Lesson 3,*conclusive,adj.结论性的;确凿的
第39天 Unit 10 Lesson 3,conclusion,n.结束;结论
第39天 Unit 10 Lesson 3,author,"n.作家,作者"
第39天 Unit 10 Lesson 3,authority,"n.专家;权威;批准,授权;当局,官方"
第39天 Unit 10 Lesson 3,authentic,adj.真正的;真实的;可靠的
第39天 Unit 10 Lesson 3,authorise/-ize,v.批准;授权
第39天 Unit 10 Lesson 3,*authorisation/-ization,n.批准;授权
第39天 Unit 10 Lesson 3,official,adj.正式的;官方的 n.官员;高级职员
第39天 Unit 10 Lesson 3,officer,n.军官;官员;高级职员
第39天 Unit 10 Lesson 3,please,v.使高兴;使满意;喜欢 exclam.请
第39天 Unit 10 Lesson 3,*pleasing,adj.令人愉快的
第39天 Unit 10 Lesson 3,pleasure,"n.愉快,快乐;乐事"
第39天 Unit 10 Lesson 3,pleased,adj.高兴的;满意的
第39天 Unit 10 Lesson 3,pleasant,adj.令人愉快的;舒适的
第39天 Unit 10 Lesson 3,*unpleasant,adj.使人不愉快的
第39天 Unit 10 Lesson 3,polite,"adj.有礼貌的,客气的;文雅的"
第39天 Unit 10 Lesson 3,excite,v.使激动;刺激;激发
第39天 Unit 10 Lesson 3,*excited,adj.兴奋的
第39天 Unit 10 Lesson 3,*exciting,adj.令人激动的;使人兴奋的
第39天 Unit 10 Lesson 3,*excitement,n.激动;兴奋;刺激
第39天 Unit 10 Lesson 3,late,"adj.迟到的;晚的;已故的 adv.迟,晚"
第39天 Unit 10 Lesson 3,later,"adv.后来,随后 adj.后来的;以后的"
第39天 Unit 10 Lesson 3,latter,adj.后者的 n.后者
第39天 Unit 10 Lesson 3,lately,"adv.最近,不久前"
第39天 Unit 10 Lesson 3,former,adj.以前的;前者的 n.前者
第39天 Unit 10 Lesson 3,previous,"adj.先前的,以往的;(时间上)稍前的"
第39天 Unit 10 Lesson 3,*previously,adv.先前
第39天 Unit 10 Lesson 3,latest,adj.最近的;最新的
第39天 Unit 10 Lesson 3,accumulate,v.积累;堆积
第39天 Unit 10 Lesson 3,*accumulation,"n.积累,积聚"
第39天 Unit 10 Lesson 3,absolute,adj.完全的;绝对的;确凿的
第39天 Unit 10 Lesson 3,*absolutely,adv.绝对地;极其
第39天 Unit 10 Lesson 3,extreme,adj.极度的;极端的;严重的 n.完全相反的事物
第39天 Unit 10 Lesson 3,*extremely,adv.极其;极端;非常
第39天 Unit 10 Lesson 3,thorough,adj.彻底的;完全的;深入的
第39天 Unit 10 Lesson 3,*thoroughly,adv.非常;彻底地;仔细地
第39天 Unit 10 Lesson 3,through,prep.穿过;自始至终 adv.通过;径直;完全
第39天 Unit 10 Lesson 3,cross,v.穿越;交叉 n.叉形记号;十字架
第39天 Unit 10 Lesson 3,throughout,"prep./adv.遍及,到处;自始至终"
第39天 Unit 10 Lesson 3,special,adj.特别的;专门的 n.特别活动;特价
第39天 Unit 10 Lesson 3,*specially,adv.专门地;特意
第39天 Unit 10 Lesson 3,*specialise/-ize,v.专门研究;专攻
第39天 Unit 10 Lesson 3,*specialisation/-ization,n.专门化;专业化
第39天 Unit 10 Lesson 3,specialist,n.专家;专科医生 adj.专业人员的;专家的
第39天 Unit 10 Lesson 3,single,adj.单身的;单一的;单人的
第39天 Unit 10 Lesson 3,singular,adj.非凡的;奇特的;单数(形式)的
第39天 Unit 10 Lesson 3,unique,adj.唯一的;独特的;罕见的
第39天 Unit 10 Lesson 3,particular,"adj.特别的;专指的;挑剔的 n.详情,细节"
第39天 Unit 10 Lesson 3,*particularly,adv.特别;尤其
第39天 Unit 10 Lesson 3,especially,adv.尤其;专门;非常
第39天 Unit 10 Lesson 3,peculiar,"adj.奇怪的;特有的,特殊的"
第39天 Unit 10 Lesson 3,odd,"adj.奇怪的;临时的;不成对的,奇数的"
第39天 Unit 10 Lesson 3,specific,adj.特定的;具体的;特有的
第39天 Unit 10 Lesson 3,specify,v.具体说明;明确规定
第39天 Unit 10 Lesson 3,detail,n.细节;详情
第39天 Unit 10 Lesson 3,*detailed,adj.详细的;细致的;精细的
第39天 Unit 10 Lesson 3,tailor,n.裁缝 v.专门制作;定做
第39天 Unit 10 Lesson 3,summary,n.总结 adj.总结性的
第39天 Unit 10 Lesson 3,*summarise/-ize,v.总结;概括
第39天 Unit 10 Lesson 3,daily,"n.日报 adj.每日的;日常的 adv.每日,每天"
第39天 Unit 10 Lesson 3,during,prep.在……期间
第39天 Unit 10 Lesson 3,period,"n.一段时间;时期,时代"
第39天 Unit 10 Lesson 3,week,"n.周,星期;一周"
第39天 Unit 10 Lesson 3,weekday,n.工作日
第39天 Unit 10 Lesson 3,weekend,n.周末
第39天 Unit 10 Lesson 3,weekly,adj.每周的 adv.每周 n.周报;周刊
第39天 Unit 10 Lesson 3,tonight,adv.在今晚 n.今晚
第39天 Unit 10 Lesson 3,midnight,n.午夜;子夜
第39天 Unit 10 Lesson 3,overnight,adv.在晚上;忽然 adj.夜间的;忽然的
第39天 Unit 10 Lesson 3,alone,adj./adv.单独(地);独自的(地)
第39天 Unit 10 Lesson 3,lonely,"adj.孤独的,寂寞的;荒凉的,人迹罕至的"
第39天 Unit 10 Lesson 3,isolate,"v.(使)隔离,孤立,脱离"
第39天 Unit 10 Lesson 3,familiar,adj.熟悉的;通晓的
第39天 Unit 10 Lesson 3,*unfamiliar,adj.不熟悉的
第39天 Unit 10 Lesson 3,acquaint,"v.使熟悉,使了解"
第39天 Unit 10 Lesson 3,*acquaintance,n.熟人
第39天 Unit 10 Lesson 3,probable,adj.很可能发生(或存在)的
第39天 Unit 10 Lesson 3,*probably,adv.大概;很可能
第39天 Unit 10 Lesson 3,possible,adj.可能的;合理的;可接受的
第39天 Unit 10 Lesson 3,possibility,n.可能;可能性
第39天 Unit 10 Lesson 3,possibly,adv.可能;或许
第39天 Unit 10 Lesson 3,impossible,adj.不可能的;难处理的
第40天 Unit 10 Lesson 4,,
第40天 Unit 10 Lesson 4,sponsor,v.赞助;主办 n.赞助者;发起人
第40天 Unit 10 Lesson 4,devote,v.奉献;致力于
第40天 Unit 10 Lesson 4,*devotion,"n.奉献,奉献精神"
第40天 Unit 10 Lesson 4,contribute,v.贡献;捐助
第40天 Unit 10 Lesson 4,*contribution,n.贡献;捐款
第40天 Unit 10 Lesson 4,attribute,"v.把……归因于 n.属性,性质;特征"
第40天 Unit 10 Lesson 4,distribute,"v.分发,分配;散布;分销"
第40天 Unit 10 Lesson 4,radar,n.雷达
第40天 Unit 10 Lesson 4,radiate,"v.辐射,放射;散发"
第40天 Unit 10 Lesson 4,*radiation,n.辐射;放射线
第40天 Unit 10 Lesson 4,difficult,adj.困难的;难解的;难做的
第40天 Unit 10 Lesson 4,difficulty,n.困难;艰难;难事;难题
第40天 Unit 10 Lesson 4,puzzle,"v.使困惑,使迷惑 n.谜;智力游戏;疑问"
第40天 Unit 10 Lesson 4,asleep,adj.睡着的
第40天 Unit 10 Lesson 4,mystery,n.神秘的事物;谜
第40天 Unit 10 Lesson 4,*mysterious,adj.神秘的
第40天 Unit 10 Lesson 4,guess,"v./n.猜测,推测"
第40天 Unit 10 Lesson 4,bet,n.赌注 v.打赌;敢肯定
第40天 Unit 10 Lesson 4,culture,n.文化;文明
第40天 Unit 10 Lesson 4,*cultural,adj.文化的
第40天 Unit 10 Lesson 4,knowledge,"n.知识,学问;了解;理解"
第40天 Unit 10 Lesson 4,acknowledge,v.承认;认可;致谢
第40天 Unit 10 Lesson 4,psychology,n.心理学;心理影响
第40天 Unit 10 Lesson 4,*psychological,adj.心理(学)的;精神上的
第40天 Unit 10 Lesson 4,philosophy,n.哲学;哲理
第40天 Unit 10 Lesson 4,*philosopher,n.哲学家;深思的人;善于思考的人
第40天 Unit 10 Lesson 4,logic,n.思维方式;逻辑;逻辑学
第40天 Unit 10 Lesson 4,*logical,adj.合乎情理的;符合逻辑的
第40天 Unit 10 Lesson 4,politics,n.政治;政治学;政治观点
第40天 Unit 10 Lesson 4,political,adj.政治的;政府的;政党的
第40天 Unit 10 Lesson 4,agriculture,n.农业;农学
第40天 Unit 10 Lesson 4,*agricultural,adj.农业的;农学的
第40天 Unit 10 Lesson 4,history,n.历史;历史学
第40天 Unit 10 Lesson 4,*historical,adj.(有关)历史的;历史学的;历史题材的
第40天 Unit 10 Lesson 4,*historic,adj.历史上著名(或重要)的;有史时期的
第40天 Unit 10 Lesson 4,industry,n.工业;行业;勤劳
第40天 Unit 10 Lesson 4,*industrial,adj.工业的;产业的
第40天 Unit 10 Lesson 4,*industrialise/-ize,v.(使国家或地区)工业化
第40天 Unit 10 Lesson 4,geography,"n.地理(学);地形,地貌;地理环境"
第40天 Unit 10 Lesson 4,biology,n.生物学
第40天 Unit 10 Lesson 4,*biological,adj.生物学的
第40天 Unit 10 Lesson 4,cell,n.细胞;手机;小房间;牢房
第40天 Unit 10 Lesson 4,art,n.艺术;文科;技能
第40天 Unit 10 Lesson 4,artist,n.艺术家;画家
第40天 Unit 10 Lesson 4,article,n.文章;条款;物品;冠词
第40天 Unit 10 Lesson 4,medicine,n.药;医学
第40天 Unit 10 Lesson 4,*medical,adj.医疗的;医学的
第40天 Unit 10 Lesson 4,drug,n.药;毒品
第40天 Unit 10 Lesson 4,pill,n.药丸;药片
第40天 Unit 10 Lesson 4,tablet,n.药片;平板电脑
第40天 Unit 10 Lesson 4,music,n.音乐;乐曲;乐谱
第40天 Unit 10 Lesson 4,*musical,adj.音乐的;悦耳的;有音乐天赋的
第40天 Unit 10 Lesson 4,*musician,n.音乐家;乐师
第40天 Unit 10 Lesson 4,science,n.科学;理科;学科
第40天 Unit 10 Lesson 4,*scientific,adj.科学(上)的
第40天 Unit 10 Lesson 4,*scientist,n.科学家
第40天 Unit 10 Lesson 4,theory,n.理论;原理;学说
第40天 Unit 10 Lesson 4,chemistry,n.化学
第40天 Unit 10 Lesson 4,*chemical,n.化学品 adj.与化学有关的;化学的
第40天 Unit 10 Lesson 4,*chemist,n.化学家;药剂师
第40天 Unit 10 Lesson 4,coal,n.煤;煤块
第40天 Unit 10 Lesson 4,thus,"adv.因此,所以;这样,如此"
第40天 Unit 10 Lesson 4,unless,conj.除非;如果不
第40天 Unit 10 Lesson 4,along,"adv.向前;和……一起,一同 prep.沿着,顺着"
第40天 Unit 10 Lesson 4,until,prep./conj.直到……为止
第40天 Unit 10 Lesson 4,whereas,"conj.然而,但是,尽管"
第40天 Unit 10 Lesson 4,yet,adv.还;迄今为止 conj.然而
第40天 Unit 10 Lesson 4,thereby,adv.因此;由此;从而
第40天 Unit 10 Lesson 4,toward(s),"prep.向,朝;趋向,接近"
第40天 Unit 10 Lesson 4,either,det./pron.(两者中的)任何一个 adv.也
第40天 Unit 10 Lesson 4,neither,det./pron.两者都不 adv.也不
第40天 Unit 10 Lesson 4,never,"adv.从不,绝不"
第40天 Unit 10 Lesson 4,nevertheless,adv.尽管如此;不过;然而
第40天 Unit 10 Lesson 4,moreover,adv.此外;而且
第40天 Unit 10 Lesson 4,furthermore,adv.此外;而且;再者
第40天 Unit 10 Lesson 4,even,adv.甚至;即使 adj.相等的;均衡的
第40天 Unit 10 Lesson 4,although,conj.尽管;虽然
